STATE/UT,YEAR,CAUSE,CASES,MALE INJURED,FEMALE INJURED,TOTAL INJURED,MALE KILLED,FEMALE KILLED,TOTAL KILLED
GOA,2003,SNAKE BITE/ANIMAL BITE,1,0,0,0,1,0,1
GOA,2003,OTHER,3,0,0,0,1,2,3
GOA,2003,STAMPEDE,1,0,0,0,0,1,1
GOA,2003,SUFFOCATION,0,0,0,0,0,0,0
GOA,2003,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1678,817,146,963,201,30,231
GOA,2003,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),18,0,0,0,14,4,18
GOA,2003,OTHER RAILWAY ACCIDENTS,13,0,0,0,11,2,13
GOA,2003,OTHER CAUSES (PLEASE SPECIFY),41,0,0,0,28,13,41
GOA,2003,CAUSES NOT KNOWN,13,0,0,0,12,1,13
GOA,2003,TOTAL,2150,817,146,963,599,125,724
GOA,2003,TOTAL COLLAPSE,3,0,0,0,2,1,3
GOA,2003,TOTAL DROWNING,173,0,0,0,172,19,191
GOA,2003,TOTAL EXPLOSION,1,0,0,0,2,0,2
GOA,2003,TOTAL FALLS,87,0,0,0,82,5,87
GOA,2003,TOTAL FIRE,59,0,0,0,18,43,61
GOA,2003,TOTAL SUDDEN DEATHS,39,0,0,0,37,2,39
GOA,2003,TOTAL POISONING,8,0,0,0,5,3,8
GOA,2003,TOTAL TRAFFIC ACCIDENTS,1709,817,146,963,226,36,262
GOA,2004,AIR-CRASH,0,0,0,0,0,0,0
GOA,2004,COLLAPSE OF STRUCTURE(HOUSE),5,0,0,0,4,1,5
GOA,2004,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2004,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2004,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2004,COLLAPSE OF STRUCTURE(OTHERS),11,0,0,0,10,1,11
GOA,2004,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
GOA,2004,DROWNING(OTHER CASES),163,0,0,0,152,14,166
GOA,2004,ELECTROCUTION,22,0,0,0,21,1,22
GOA,2004,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2004,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",2,0,0,0,2,0,2
GOA,2004,FALLS (FALL FROM HEIGHT),70,0,0,0,65,5,70
GOA,2004,FALL INTO PIT/MANHOLE,16,0,0,0,13,3,16
GOA,2004,FACTORY/MACHINE ACCIDENTS,6,0,0,0,6,0,6
GOA,2004,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2004,FIRE (SHORT-CIRCUIT),1,0,0,0,1,0,1
GOA,2004,GAS CYLINDER/STOVE BURST,11,0,0,0,4,10,14
GOA,2004,OTHER FIRE ACCIDENTS,38,0,0,0,10,28,38
GOA,2004,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2004,SUDDEN DEATHS(HEART ATTACKS),36,0,0,0,28,8,36
GOA,2004,EPILEPTIC FITS/GIDDINESS,9,0,0,0,7,2,9
GOA,2004,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2004,INFLUENCE OF ALCOHOL,13,0,0,0,12,1,13
GOA,2004,KILLED BY ANIMALS,1,0,0,0,1,0,1
GOA,2004,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
GOA,2004,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
GOA,2004,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2004,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2004,SNAKE BITE/ANIMAL BITE,5,0,0,0,2,3,5
GOA,2004,OTHER,6,0,0,0,4,2,6
GOA,2004,STAMPEDE,0,0,0,0,0,0,0
GOA,2004,SUFFOCATION,2,0,0,0,2,0,2
GOA,2004,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1542,1179,196,1375,272,47,319
GOA,2004,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),9,0,0,0,8,1,9
GOA,2004,OTHER RAILWAY ACCIDENTS,26,0,0,0,24,2,26
GOA,2004,OTHER CAUSES (PLEASE SPECIFY),65,0,0,0,46,20,66
GOA,2004,CAUSES NOT KNOWN,12,0,0,0,10,2,12
GOA,2004,TOTAL,2071,1179,196,1375,704,151,855
GOA,2004,TOTAL COLLAPSE,16,0,0,0,14,2,16
GOA,2004,TOTAL DROWNING,163,0,0,0,152,14,166
GOA,2004,TOTAL EXPLOSION,2,0,0,0,2,0,2
GOA,2004,TOTAL FALLS,86,0,0,0,78,8,86
GOA,2004,TOTAL FIRE,50,0,0,0,15,38,53
GOA,2004,TOTAL SUDDEN DEATHS,58,0,0,0,47,11,58
GOA,2004,TOTAL POISONING,11,0,0,0,6,5,11
GOA,2004,TOTAL TRAFFIC ACCIDENTS,1577,1179,196,1375,304,50,354
GOA,2005,AIR-CRASH,1,0,0,0,1,0,1
GOA,2005,COLLAPSE OF STRUCTURE(HOUSE),6,0,0,0,4,2,6
GOA,2005,COLLAPSE OF STRUCTURE(BUILDING),1,8,0,8,1,0,1
GOA,2005,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2005,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2005,COLLAPSE OF STRUCTURE(OTHERS),6,0,0,0,7,1,8
GOA,2005,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
GOA,2005,DROWNING(OTHER CASES),178,0,0,0,166,15,181
GOA,2005,ELECTROCUTION,17,0,0,0,13,4,17
GOA,2005,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2005,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",2,0,0,0,0,2,2
GOA,2005,FALLS (FALL FROM HEIGHT),72,0,0,0,77,2,79
GOA,2005,FALL INTO PIT/MANHOLE,15,0,0,0,13,2,15
GOA,2005,FACTORY/MACHINE ACCIDENTS,4,0,0,0,4,0,4
GOA,2005,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2005,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2005,GAS CYLINDER/STOVE BURST,7,0,0,0,0,7,7
GOA,2005,OTHER FIRE ACCIDENTS,40,0,0,0,14,27,41
GOA,2005,FIRE-ARMS,1,0,0,0,1,0,1
GOA,2005,SUDDEN DEATHS(HEART ATTACKS),26,0,0,0,24,2,26
GOA,2005,EPILEPTIC FITS/GIDDINESS,7,0,0,0,6,1,7
GOA,2005,ABORTIONS/CHILD BIRTH,1,0,0,0,0,1,1
GOA,2005,INFLUENCE OF ALCOHOL,6,0,0,0,6,0,6
GOA,2005,KILLED BY ANIMALS,3,0,0,0,3,0,3
GOA,2005,MINES OR QUARY DISASTER,2,0,0,0,1,1,2
GOA,2005,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,1,0,0,0,1,0,1
GOA,2005,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2005,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2005,SNAKE BITE/ANIMAL BITE,2,0,0,0,0,2,2
GOA,2005,OTHER,4,0,0,0,2,2,4
GOA,2005,STAMPEDE,0,0,0,0,0,0,0
GOA,2005,SUFFOCATION,1,0,0,0,1,0,1
GOA,2005,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1069,675,132,807,227,31,258
GOA,2005,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),2,0,0,0,6,0,6
GOA,2005,OTHER RAILWAY ACCIDENTS,12,0,0,0,29,4,33
GOA,2005,OTHER CAUSES (PLEASE SPECIFY),82,0,0,0,69,16,85
GOA,2005,CAUSES NOT KNOWN,21,0,0,0,19,4,23
GOA,2005,TOTAL,1590,683,132,815,696,126,822
GOA,2005,TOTAL COLLAPSE,13,8,0,8,12,3,15
GOA,2005,TOTAL DROWNING,179,0,0,0,167,15,182
GOA,2005,TOTAL EXPLOSION,2,0,0,0,0,2,2
GOA,2005,TOTAL FALLS,87,0,0,0,90,4,94
GOA,2005,TOTAL FIRE,47,0,0,0,14,34,48
GOA,2005,TOTAL SUDDEN DEATHS,40,0,0,0,36,4,40
GOA,2005,TOTAL POISONING,7,0,0,0,3,4,7
GOA,2005,TOTAL TRAFFIC ACCIDENTS,1083,675,132,807,262,35,297
GOA,2006,AIR-CRASH,0,0,0,0,0,0,0
GOA,2006,COLLAPSE OF STRUCTURE(HOUSE),5,0,0,0,3,2,5
GOA,2006,COLLAPSE OF STRUCTURE(BUILDING),1,0,0,0,1,0,1
GOA,2006,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2006,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2006,COLLAPSE OF STRUCTURE(OTHERS),6,0,0,0,10,0,10
GOA,2006,DROWNING (BOAT CAPSIZE),1,0,0,0,2,0,2
GOA,2006,DROWNING(OTHER CASES),171,0,0,0,164,14,178
GOA,2006,ELECTROCUTION,21,0,0,0,20,2,22
GOA,2006,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2006,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
GOA,2006,FALLS (FALL FROM HEIGHT),50,0,0,0,52,7,59
GOA,2006,FALL INTO PIT/MANHOLE,17,0,0,0,24,3,27
GOA,2006,FACTORY/MACHINE ACCIDENTS,7,0,0,0,7,0,7
GOA,2006,FIRE (FIREWORKS/CRACKERS),1,0,0,0,5,0,5
GOA,2006,FIRE (SHORT-CIRCUIT),1,0,0,0,1,0,1
GOA,2006,GAS CYLINDER/STOVE BURST,6,0,0,0,2,4,6
GOA,2006,OTHER FIRE ACCIDENTS,21,0,0,0,4,19,23
GOA,2006,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2006,SUDDEN DEATHS(HEART ATTACKS),5,0,0,0,4,1,5
GOA,2006,EPILEPTIC FITS/GIDDINESS,4,0,0,0,4,0,4
GOA,2006,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2006,INFLUENCE OF ALCOHOL,7,0,0,0,7,0,7
GOA,2006,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2006,MINES OR QUARY DISASTER,2,0,0,0,6,0,6
GOA,2006,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,1,0,0,0,0,1,1
GOA,2006,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2006,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2006,SNAKE BITE/ANIMAL BITE,4,0,0,0,3,1,4
GOA,2006,OTHER,5,0,0,0,5,0,5
GOA,2006,STAMPEDE,0,0,0,0,0,0,0
GOA,2006,SUFFOCATION,1,0,0,0,0,1,1
GOA,2006,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),3749,2553,562,3115,263,47,310
GOA,2006,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,7,0,0,0,7,0,7
GOA,2006,OTHER RAILWAY ACCIDENTS,28,0,0,0,27,4,31
GOA,2006,OTHER CAUSES (PLEASE SPECIFY),53,0,1,1,44,14,58
GOA,2006,CAUSES NOT KNOWN,50,0,0,0,43,7,50
GOA,2006,TOTAL,4224,2553,563,3116,708,127,835
GOA,2006,TOTAL COLLAPSE,12,0,0,0,14,2,16
GOA,2006,TOTAL DROWNING,172,0,0,0,166,14,180
GOA,2006,TOTAL EXPLOSION,0,0,0,0,0,0,0
GOA,2006,TOTAL FALLS,67,0,0,0,76,10,86
GOA,2006,TOTAL FIRE,29,0,0,0,12,23,35
GOA,2006,TOTAL SUDDEN DEATHS,16,0,0,0,15,1,16
GOA,2006,TOTAL POISONING,10,0,0,0,8,2,10
GOA,2006,TOTAL TRAFFIC ACCIDENTS,3784,2553,562,3115,297,51,348
GOA,2007,AIR-CRASH,1,0,0,0,1,0,1
GOA,2007,COLLAPSE OF STRUCTURE(HOUSE),5,0,0,0,3,2,5
GOA,2007,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2007,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2007,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2007,COLLAPSE OF STRUCTURE(OTHERS),6,0,0,0,3,3,6
GOA,2007,DROWNING (BOAT CAPSIZE),2,0,0,0,3,1,4
GOA,2007,DROWNING(OTHER CASES),204,0,0,0,183,27,210
GOA,2007,ELECTROCUTION,29,1,1,2,27,2,29
GOA,2007,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2007,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
GOA,2007,FALLS (FALL FROM HEIGHT),78,0,0,0,74,5,79
GOA,2007,FALL INTO PIT/MANHOLE,25,0,0,0,25,0,25
GOA,2007,FACTORY/MACHINE ACCIDENTS,2,0,0,0,1,1,2
GOA,2007,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2007,FIRE (SHORT-CIRCUIT),2,0,0,0,1,1,2
GOA,2007,GAS CYLINDER/STOVE BURST,15,0,0,0,3,12,15
GOA,2007,OTHER FIRE ACCIDENTS,35,0,0,0,9,26,35
GOA,2007,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2007,SUDDEN DEATHS(HEART ATTACKS),7,0,0,0,7,0,7
GOA,2007,EPILEPTIC FITS/GIDDINESS,3,0,0,0,2,1,3
GOA,2007,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2007,INFLUENCE OF ALCOHOL,6,0,0,0,6,0,6
GOA,2007,KILLED BY ANIMALS,2,0,0,0,2,0,2
GOA,2007,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
GOA,2007,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,4,0,0,0,0,4,4
GOA,2007,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2007,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2007,SNAKE BITE/ANIMAL BITE,2,0,0,0,2,0,2
GOA,2007,OTHER,11,0,0,0,7,4,11
GOA,2007,STAMPEDE,0,0,0,0,0,0,0
GOA,2007,SUFFOCATION,1,0,0,0,1,0,1
GOA,2007,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),4022,2397,554,2951,299,41,340
GOA,2007,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
GOA,2007,OTHER RAILWAY ACCIDENTS,27,0,0,0,26,1,27
GOA,2007,OTHER CAUSES (PLEASE SPECIFY),39,0,0,0,26,14,40
GOA,2007,CAUSES NOT KNOWN,41,0,0,0,36,5,41
GOA,2007,TOTAL,4569,2398,555,2953,747,150,897
GOA,2007,TOTAL COLLAPSE,11,0,0,0,6,5,11
GOA,2007,TOTAL DROWNING,206,0,0,0,186,28,214
GOA,2007,TOTAL EXPLOSION,0,0,0,0,0,0,0
GOA,2007,TOTAL FALLS,103,0,0,0,99,5,104
GOA,2007,TOTAL FIRE,52,0,0,0,13,39,52
GOA,2007,TOTAL SUDDEN DEATHS,16,0,0,0,15,1,16
GOA,2007,TOTAL POISONING,17,0,0,0,9,8,17
GOA,2007,TOTAL TRAFFIC ACCIDENTS,4049,2397,554,2951,325,42,367
GOA,2008,AIR-CRASH,0,0,0,0,0,0,0
GOA,2008,COLLAPSE OF STRUCTURE(HOUSE),2,0,0,0,2,0,2
GOA,2008,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2008,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2008,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2008,COLLAPSE OF STRUCTURE(OTHERS),5,7,0,7,5,4,9
GOA,2008,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
GOA,2008,DROWNING(OTHER CASES),174,1,0,1,170,11,181
GOA,2008,ELECTROCUTION,18,0,0,0,18,0,18
GOA,2008,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2008,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
GOA,2008,FALLS (FALL FROM HEIGHT),98,0,0,0,88,10,98
GOA,2008,FALL INTO PIT/MANHOLE,10,0,0,0,9,1,10
GOA,2008,FACTORY/MACHINE ACCIDENTS,1,0,0,0,1,0,1
GOA,2008,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2008,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2008,GAS CYLINDER/STOVE BURST,14,0,0,0,2,12,14
GOA,2008,OTHER FIRE ACCIDENTS,37,0,0,0,10,27,37
GOA,2008,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2008,SUDDEN DEATHS(HEART ATTACKS),27,0,0,0,26,1,27
GOA,2008,EPILEPTIC FITS/GIDDINESS,3,0,0,0,3,0,3
GOA,2008,ABORTIONS/CHILD BIRTH,3,0,0,0,0,3,3
GOA,2008,INFLUENCE OF ALCOHOL,14,0,0,0,13,1,14
GOA,2008,KILLED BY ANIMALS,1,0,0,0,1,0,1
GOA,2008,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
GOA,2008,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
GOA,2008,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2008,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2008,SNAKE BITE/ANIMAL BITE,2,0,0,0,1,1,2
GOA,2008,OTHER,2,0,0,0,1,1,2
GOA,2008,STAMPEDE,0,0,0,0,0,0,0
GOA,2008,SUFFOCATION,0,0,0,0,0,0,0
GOA,2008,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),4179,2778,583,3361,290,43,333
GOA,2008,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
GOA,2008,OTHER RAILWAY ACCIDENTS,30,0,0,0,30,0,30
GOA,2008,OTHER CAUSES (PLEASE SPECIFY),357,0,0,0,301,61,362
GOA,2008,CAUSES NOT KNOWN,55,0,0,0,47,10,57
GOA,2008,TOTAL,5032,2786,583,3369,1018,186,1204
GOA,2008,TOTAL COLLAPSE,7,7,0,7,7,4,11
GOA,2008,TOTAL DROWNING,174,1,0,1,170,11,181
GOA,2008,TOTAL EXPLOSION,0,0,0,0,0,0,0
GOA,2008,TOTAL FALLS,108,0,0,0,97,11,108
GOA,2008,TOTAL FIRE,51,0,0,0,12,39,51
GOA,2008,TOTAL SUDDEN DEATHS,47,0,0,0,42,5,47
GOA,2008,TOTAL POISONING,4,0,0,0,2,2,4
GOA,2008,TOTAL TRAFFIC ACCIDENTS,4209,2778,583,3361,320,43,363
GOA,2009,AIR-CRASH,1,0,0,0,1,0,1
GOA,2009,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
GOA,2009,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2009,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2009,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2009,COLLAPSE OF STRUCTURE(OTHERS),7,0,0,0,10,0,10
GOA,2009,DROWNING (BOAT CAPSIZE),2,0,0,0,2,1,3
GOA,2009,DROWNING(OTHER CASES),175,0,0,0,160,18,178
GOA,2009,ELECTROCUTION,24,0,0,0,21,4,25
GOA,2009,EXPLOSION (BOMB EXPLOSION),1,0,0,0,2,0,2
GOA,2009,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
GOA,2009,FALLS (FALL FROM HEIGHT),93,0,0,0,89,4,93
GOA,2009,FALL INTO PIT/MANHOLE,10,0,0,0,9,1,10
GOA,2009,FACTORY/MACHINE ACCIDENTS,5,0,0,0,4,1,5
GOA,2009,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2009,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2009,GAS CYLINDER/STOVE BURST,6,0,0,0,0,6,6
GOA,2009,OTHER FIRE ACCIDENTS,43,0,0,0,11,32,43
GOA,2009,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2009,SUDDEN DEATHS(HEART ATTACKS),8,0,0,0,8,0,8
GOA,2009,EPILEPTIC FITS/GIDDINESS,0,0,0,0,0,0,0
GOA,2009,ABORTIONS/CHILD BIRTH,1,0,0,0,0,1,1
GOA,2009,INFLUENCE OF ALCOHOL,7,0,0,0,7,0,7
GOA,2009,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2009,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
GOA,2009,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
GOA,2009,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2009,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2009,SNAKE BITE/ANIMAL BITE,5,0,0,0,2,3,5
GOA,2009,OTHER,2,0,0,0,1,1,2
GOA,2009,STAMPEDE,0,0,0,0,0,0,0
GOA,2009,SUFFOCATION,1,0,0,0,0,1,1
GOA,2009,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),4170,2359,520,2879,289,35,324
GOA,2009,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
GOA,2009,OTHER RAILWAY ACCIDENTS,40,0,0,0,36,4,40
GOA,2009,OTHER CAUSES (PLEASE SPECIFY),58,0,0,0,36,21,57
GOA,2009,CAUSES NOT KNOWN,39,0,0,0,31,8,39
GOA,2009,TOTAL,4698,2359,520,2879,719,141,860
GOA,2009,TOTAL COLLAPSE,7,0,0,0,10,0,10
GOA,2009,TOTAL DROWNING,177,0,0,0,162,19,181
GOA,2009,TOTAL EXPLOSION,1,0,0,0,2,0,2
GOA,2009,TOTAL FALLS,103,0,0,0,98,5,103
GOA,2009,TOTAL FIRE,49,0,0,0,11,38,49
GOA,2009,TOTAL SUDDEN DEATHS,16,0,0,0,15,1,16
GOA,2009,TOTAL POISONING,7,0,0,0,3,4,7
GOA,2009,TOTAL TRAFFIC ACCIDENTS,4210,2359,520,2879,325,39,364
GOA,2010,AIR-CRASH,0,0,0,0,0,0,0
GOA,2010,COLLAPSE OF STRUCTURE(HOUSE),4,0,0,0,3,1,4
GOA,2010,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2010,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2010,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2010,COLLAPSE OF STRUCTURE(OTHERS),3,1,0,1,4,0,4
GOA,2010,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
GOA,2010,DROWNING(OTHER CASES),175,0,0,0,161,24,185
GOA,2010,ELECTROCUTION,17,0,0,0,13,4,17
GOA,2010,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2010,EXPLOSION(OTHER EXPLOSION LIKE BOIL,1,0,0,0,1,0,1
GOA,2010,FALLS (FALL FROM HEIGHT),101,0,0,0,88,13,101
GOA,2010,FALL INTO PIT/MANHOLE,19,0,0,0,17,2,19
GOA,2010,FACTORY/MACHINE ACCIDENTS,6,1,0,1,7,0,7
GOA,2010,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2010,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2010,GAS CYLINDER/STOVE BURST,10,0,0,0,5,6,11
GOA,2010,OTHER FIRE ACCIDENTS,26,0,0,0,7,19,26
GOA,2010,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2010,SUDDEN DEATHS(HEART ATTACKS),21,0,0,0,20,1,21
GOA,2010,EPILEPTIC FITS/GIDDINESS,9,0,0,0,9,0,9
GOA,2010,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2010,INFLUENCE OF ALCOHOL,10,0,0,0,10,0,10
GOA,2010,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2010,MINES OR QUARY DISASTER,1,0,0,0,1,0,1
GOA,2010,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,4,0,0,0,2,2,4
GOA,2010,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2010,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2010,SNAKE BITE/ANIMAL BITE,5,0,0,0,1,4,5
GOA,2010,OTHER,6,0,0,0,2,4,6
GOA,2010,STAMPEDE,0,0,0,0,0,0,0
GOA,2010,SUFFOCATION,1,0,0,0,1,0,1
GOA,2010,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),4574,2104,572,2676,295,47,342
GOA,2010,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
GOA,2010,OTHER RAILWAY ACCIDENTS,55,0,0,0,46,9,55
GOA,2010,OTHER CAUSES (PLEASE SPECIFY),70,0,0,0,50,20,70
GOA,2010,CAUSES NOT KNOWN,43,0,0,0,34,11,45
GOA,2010,TOTAL,5161,2106,572,2678,777,167,944
GOA,2010,TOTAL COLLAPSE,7,1,0,1,7,1,8
GOA,2010,TOTAL DROWNING,175,0,0,0,161,24,185
GOA,2010,TOTAL EXPLOSION,1,0,0,0,1,0,1
GOA,2010,TOTAL FALLS,120,0,0,0,105,15,120
GOA,2010,TOTAL FIRE,36,0,0,0,12,25,37
GOA,2010,TOTAL SUDDEN DEATHS,40,0,0,0,39,1,40
GOA,2010,TOTAL POISONING,15,0,0,0,5,10,15
GOA,2010,TOTAL TRAFFIC ACCIDENTS,4629,2104,572,2676,341,56,397
GOA,2011,AIR-CRASH,0,0,0,0,0,0,0
GOA,2011,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
GOA,2011,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2011,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2011,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2011,COLLAPSE OF STRUCTURE(OTHERS),9,0,0,0,9,0,9
GOA,2011,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
GOA,2011,DROWNING(OTHER CASES),147,0,0,0,135,12,147
GOA,2011,ELECTROCUTION,21,0,0,0,19,2,21
GOA,2011,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2011,EXPLOSION(OTHER EXPLOSION LIKE BOIL,2,6,0,6,2,0,2
GOA,2011,FALLS (FALL FROM HEIGHT),94,0,0,0,86,8,94
GOA,2011,FALL INTO PIT/MANHOLE,19,0,0,0,17,2,19
GOA,2011,FACTORY/MACHINE ACCIDENTS,3,0,0,0,3,0,3
GOA,2011,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2011,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2011,GAS CYLINDER/STOVE BURST,5,0,0,0,0,5,5
GOA,2011,OTHER FIRE ACCIDENTS,32,1,0,1,16,19,35
GOA,2011,FIRE-ARMS,1,1,0,1,0,0,0
